key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
1087,,,2019-06-14 04:55:42,,,,,,,,,2019-06-14 04:47:30,,2019-06-14 04:41:52,2019-06-14 04:36:02
1088,,,,2019-06-14 05:41:03,,,,,,,,2019-06-14 05:41:03,,2019-06-14 05:36:36,2019-06-14 05:29:21
1089,,,2019-06-14 06:12:37,,,,,,,,,,,,
1090,,,2019-06-14 06:30:58,2019-06-14 06:47:26,,,,,,,,,,2019-06-14 06:47:26,
1091,,,2019-06-14 07:25:16,2019-06-14 07:20:57,,,,,,,,,,,
1092,,,2019-06-14 08:18:34,2019-06-14 08:12:41,,,,,,,,,,,
1093,,,2019-06-14 09:46:26,,,,,,,,,,,2019-06-14 09:42:01,
1094,,,2019-06-14 10:52:11,,,2019-06-14 10:41:51,,,,,,2019-06-14 10:22:57,,2019-06-14 10:18:46,2019-06-14 10:11:03
1095,,,2019-06-14 11:03:00,,,2019-06-14 11:30:08,,,,,,2019-06-14 11:23:41,,2019-06-14 11:19:10,2019-06-14 11:07:09
1096,,,2019-06-14 12:13:51,,,2019-06-14 12:08:21,,,,,,,,2019-06-14 12:03:19,
1097,2019-06-14 12:55:26,,2019-06-14 12:45:50,,,2019-06-14 12:37:53,,,,,,,,2019-06-14 12:31:37,
1098,,,,,,2019-06-14 13:30:53,,,,,2019-06-14 13:30:53,,,2019-06-14 13:27:47,
1099,,,,,,2019-06-14 14:01:23,,,,,,,,,
1100,,,2019-06-14 14:55:11,,,,,,,,,,,2019-06-14 14:51:12,
1101,,,2019-06-14 15:02:01,,,2019-06-14 15:28:13,,,,,,2019-06-14 15:25:07,,2019-06-14 15:19:04,2019-06-14 15:13:43
1102,,,,,,,,,,,,2019-06-14 16:31:39,,2019-06-14 16:23:54,
1103,,,,,,,,,,,,2019-06-14 17:03:47,,2019-06-14 16:56:23,
1104,,,,,,,,,,,,2019-06-14 17:42:20,,2019-06-14 17:34:22,
1106,,,,,,,,,,,,2019-06-14 19:00:36,,2019-06-14 18:52:45,
1107,,,,,,,,,,,,2019-06-14 19:37:42,,2019-06-14 19:28:25,
1108,,,2019-06-14 20:37:59,,,2019-06-14 20:24:48,,,,,2019-06-14 20:24:48,2019-06-14 20:43:16,,2019-06-14 20:37:59,2019-06-14 20:24:48
1109,,,,,,,,,,,,2019-06-14 20:56:34,,2019-06-14 20:56:34,2019-06-14 21:10:16
1110,,,2019-06-14 21:33:28,,,,,,,,,2019-06-14 21:33:28,,2019-06-14 21:33:28,2019-06-14 21:52:07
1111,,,,,,,,,,,,2019-06-14 22:22:04,,2019-06-14 22:28:56,2019-06-14 22:32:29
1112,,,2019-06-14 23:02:32,,,,,,,,,2019-06-14 22:56:25,,2019-06-14 22:50:13,2019-06-14 23:02:32
1113,,,,,,,,,,,,2019-06-14 23:39:13,,2019-06-14 23:35:17,2019-06-14 23:28:01
1114,,,,,,,,,,,,2019-06-15 00:01:14,,2019-06-15 00:01:14,2019-06-15 00:01:14
1115,,,2019-06-15 00:53:14,,,,,,,,,2019-06-15 00:56:22,,2019-06-15 00:53:14,2019-06-15 00:46:58
1116,,,,,,,,,,,,2019-06-15 01:17:21,,2019-06-15 01:17:21,2019-06-15 01:22:49
1117,,,,,,,,,,,,2019-06-15 01:55:38,,2019-06-15 01:55:38,2019-06-15 01:45:37
1118,,,2019-06-15 02:36:27,,,,,,,,,2019-06-15 02:32:42,,2019-06-15 02:27:13,2019-06-15 02:23:01
1119,,,2019-06-15 03:30:45,,,,,,,,,2019-06-15 03:23:23,,2019-06-15 03:18:22,2019-06-15 03:00:12
1120,,,2019-06-15 04:50:00,,,,,,,,,2019-06-15 04:46:18,,2019-06-15 04:42:34,2019-06-15 04:38:53
1121,,,,,,,,,,,,2019-06-15 05:33:15,,2019-06-15 05:28:36,2019-06-15 05:24:48
1122,,,2019-06-15 06:25:35,,,,,,,,,2019-06-15 06:18:29,,2019-06-15 06:11:51,2019-06-15 06:07:40
1123,,,2019-06-15 07:32:22,,,,,,,,,2019-06-15 07:28:11,,2019-06-15 07:22:00,2019-06-15 07:17:47
1124,,,2019-06-15 07:52:25,,,,,,,,,2019-06-15 08:02:40,,2019-06-15 07:57:18,2019-06-15 07:52:25
1125,,,2019-06-15 08:22:31,,,,,,,,,2019-06-15 08:35:57,,2019-06-15 08:32:35,2019-06-15 08:22:31
1126,,,2019-06-15 09:10:30,,,,,,,,,2019-06-15 09:14:23,,2019-06-15 09:10:30,2019-06-15 09:03:55
1127,,,2019-06-15 10:20:55,,,,,,,,,2019-06-15 10:15:13,,2019-06-15 10:07:29,2019-06-15 09:59:36
1128,,,2019-06-15 11:36:49,2019-06-15 11:32:44,,,,,,,,2019-06-15 11:24:21,,2019-06-15 11:09:10,2019-06-15 11:01:17
1129,,,2019-06-15 12:20:47,,,,,,,,,2019-06-15 12:16:56,,2019-06-15 12:10:45,2019-06-15 12:04:34
1130,,,,,,2019-06-15 12:54:38,,,,,2019-06-15 12:48:22,,,2019-06-15 12:38:24,
1131,,,2019-06-15 13:22:26,,,,,,,,,2019-06-15 13:32:11,,2019-06-15 13:32:11,2019-06-15 13:22:26
1132,2019-06-15 14:00:58,,2019-06-15 14:38:02,2019-06-15 14:34:57,,,,,,,,2019-06-15 14:24:26,,2019-06-15 14:19:14,2019-06-15 14:14:31
1134,2019-06-15 14:51:36,,2019-06-15 15:33:28,2019-06-15 15:28:49,,,,,,,,2019-06-15 15:16:46,,2019-06-15 15:07:15,2019-06-15 14:59:08
1135,,,,,,,,,,,2019-06-15 17:46:40,2019-06-15 17:43:17,,2019-06-15 17:25:43,2019-06-15 17:18:24
1136,,,,2019-06-15 18:54:20,,,,,,,,2019-06-15 19:24:08,,2019-06-15 19:10:29,2019-06-15 19:03:25
1137,,,,2019-06-15 19:39:40,,,,,,,,2019-06-15 19:39:40,,2019-06-15 19:54:15,2019-06-15 19:45:07
1138,2019-06-15 21:36:47,,2019-06-15 22:05:11,2019-06-15 21:36:47,,,,,,,,2019-06-15 22:05:11,,2019-06-15 21:50:04,2019-06-15 21:36:47
1139,,,,2019-06-15 23:00:57,,,,,,,,2019-06-15 22:52:27,,2019-06-15 22:42:08,2019-06-15 22:33:26
1140,,,,2019-06-16 00:24:45,,,,,,,,2019-06-16 00:13:18,,2019-06-15 23:51:22,2019-06-15 23:41:12
1141,,,,,2019-06-16 00:51:58,,,,,,,,,,
1142,,,2019-06-16 01:47:31,,,,,,,,,2019-06-16 01:45:20,,2019-06-16 01:32:51,2019-06-16 01:19:40
1143,,,,2019-06-16 03:00:22,,,,,,,,2019-06-16 02:55:59,,2019-06-16 02:47:00,2019-06-16 02:42:44
1144,,,2019-06-16 04:00:12,,,,,,,,,2019-06-16 03:55:07,,2019-06-16 03:50:17,2019-06-16 03:35:37
1145,,,2019-06-16 04:15:23,,,,,,,,,2019-06-16 04:31:22,,2019-06-16 04:27:47,2019-06-16 04:21:53
1146,,,2019-06-16 05:00:47,2019-06-16 05:05:12,,,,,,,,2019-06-16 05:00:47,,2019-06-16 04:55:48,2019-06-16 04:50:50
1147,,,2019-06-16 05:31:29,2019-06-16 05:43:13,,,,,,,,2019-06-16 05:43:13,,2019-06-16 05:39:02,2019-06-16 05:31:29
1148,,,2019-06-16 06:27:39,2019-06-16 06:25:15,,,,,,,,2019-06-16 06:17:05,,2019-06-16 06:10:20,2019-06-16 06:04:05
1149,,,2019-06-16 07:08:58,2019-06-16 06:49:06,,,,,,,,2019-06-16 07:08:58,,2019-06-16 06:58:33,2019-06-16 06:49:06
1150,,,,2019-06-16 07:54:17,,,,,,,,2019-06-16 07:49:22,,2019-06-16 07:40:24,2019-06-16 07:37:08
1151,2019-06-16 08:33:03,,,2019-06-16 08:33:03,,,,,,,,2019-06-16 08:17:55,,2019-06-16 08:33:03,2019-06-16 08:26:45
1152,,,2019-06-16 08:57:46,2019-06-16 08:50:45,,,,,,,,2019-06-16 09:18:34,,2019-06-16 09:16:19,2019-06-16 08:57:46
1153,,,2019-06-16 09:55:56,2019-06-16 09:53:28,,,,,,,,,,,
1154,,,,2019-06-16 10:27:20,,,,,,,,,,,
1155,,,,2019-06-16 10:51:25,,,,,,,,,,,
1156,,,,2019-06-16 12:51:13,,,,,,,,,,2019-06-16 12:44:22,
1157,,,,2019-06-16 13:32:57,,,,,,,,,,,
1158,,,2019-06-16 14:06:57,,,,,,,,,,,,
1159,,,2019-06-16 14:36:01,,,,,,,,,,,2019-06-16 14:28:25,
1160,,,2019-06-16 15:03:31,,,,,,,,,,,,
1161,,,2019-06-16 15:40:59,,,,,,,,,,,,
1162,,,2019-06-16 16:31:25,2019-06-16 16:26:50,,,,,,,,,,2019-06-16 16:19:34,
1163,,,,,,,,,,,,2019-06-16 18:31:49,,2019-06-16 18:18:47,2019-06-16 18:16:12
1164,,,,,,,,,,,,2019-06-16 19:05:51,,2019-06-16 18:53:52,2019-06-16 18:47:51
1165,,,2019-06-16 20:15:11,,,,,,,,,2019-06-16 19:59:17,,2019-06-16 19:42:29,2019-06-16 19:36:03
1166,,,2019-06-16 20:50:00,,,,,,,,,,,2019-06-16 20:38:53,2019-06-16 20:33:05
1167,,,2019-06-16 21:27:21,,,,,,,,,2019-06-16 21:22:22,,2019-06-16 21:19:50,2019-06-16 21:12:43
1168,,,,,,,,,,,,2019-06-16 21:35:49,,2019-06-16 21:52:56,2019-06-16 21:42:15
1169,,,,,,,,,,,,2019-06-16 22:08:29,,2019-06-16 22:08:29,2019-06-16 22:08:29
1170,,,2019-06-16 22:54:51,,,,,,,,,,,2019-06-16 22:47:59,
1171,,,2019-06-16 23:47:43,,,,,,,,,2019-06-16 23:47:43,,2019-06-16 23:50:39,2019-06-16 23:47:43
1172,,,2019-06-17 00:09:15,,,,,,,,,2019-06-17 00:22:07,,2019-06-17 00:18:17,2019-06-17 00:09:15
1173,,,,,,,,,,,,2019-06-17 00:52:44,,2019-06-17 00:52:44,2019-06-17 00:49:43
1174,,,2019-06-17 01:21:56,,,,,,,,,2019-06-17 01:07:11,,2019-06-17 01:21:56,2019-06-17 01:21:56
1175,,,,,,,,,,,,2019-06-17 02:06:14,,2019-06-17 02:01:36,2019-06-17 01:57:52
1176,,,,,,2019-06-17 02:23:02,2019-06-17 02:23:02,,,,,2019-06-17 02:41:31,,2019-06-17 02:41:31,2019-06-17 02:35:37
1177,,,,,,2019-06-17 03:07:37,,,,,,2019-06-17 03:13:00,,2019-06-17 03:17:36,2019-06-17 03:13:00
1178,,,,,,2019-06-17 04:07:05,,,,,,2019-06-17 04:04:11,,2019-06-17 03:56:04,2019-06-17 03:51:17
1179,,,,,,2019-06-17 04:20:40,,,,,,2019-06-17 04:20:40,,2019-06-17 04:20:40,2019-06-17 04:24:46
1180,,,,,,2019-06-17 05:36:23,,,,,,2019-06-17 05:34:18,,2019-06-17 05:31:27,2019-06-17 05:13:48
1181,,,,,,2019-06-17 06:50:27,,,,,,2019-06-17 06:42:56,,2019-06-17 06:40:18,2019-06-17 06:36:23
1182,,,,,,2019-06-17 07:19:09,,,,,,2019-06-17 07:47:18,,2019-06-17 07:41:01,2019-06-17 07:19:09
1183,,,,,,2019-06-17 08:49:20,,,,,2019-06-17 09:00:16,2019-06-17 08:54:59,,2019-06-17 08:49:20,2019-06-17 08:33:47
1184,,,,,,2019-06-17 10:05:58,,,,,,2019-06-17 10:03:44,,2019-06-17 09:59:05,2019-06-17 09:44:24
1185,,,,,,2019-06-17 10:26:50,,,,,2019-06-17 10:42:37,2019-06-17 10:34:28,,2019-06-17 10:26:50,
1186,,,,,,2019-06-17 11:19:04,,,,,,,,,
1187,,,,2019-06-17 12:04:59,,,,,,,,2019-06-17 12:00:29,,2019-06-17 11:54:20,2019-06-17 11:44:32
1188,,,,2019-06-17 12:53:35,,,,,,,,,,,
1189,,,,2019-06-17 13:23:40,,,,,,,,,,,
1190,,,,2019-06-17 13:55:15,,,,,,,,2019-06-17 13:46:46,,,
1191,,,,2019-06-17 14:18:50,,,,,,,,,,,
1192,,,,2019-06-17 15:18:45,,,,,,,,2019-06-17 15:15:53,,,
1193,,,,2019-06-17 15:58:37,,,,,,,,2019-06-17 15:47:54,,,
1194,,,2019-06-17 16:27:44,2019-06-17 16:27:44,,,,,,,,2019-06-17 16:27:44,,2019-06-17 16:27:44,2019-06-17 16:37:53
1195,,,2019-06-17 17:39:15,2019-06-17 17:33:38,,,,,,,,2019-06-17 17:26:38,,2019-06-17 17:23:13,2019-06-17 17:17:54
1196,2019-06-17 18:44:57,,2019-06-17 18:44:57,2019-06-17 18:38:33,,,,,,,,2019-06-17 18:26:49,,2019-06-17 18:15:16,2019-06-17 18:11:07
1197,,,,2019-06-17 19:37:34,,,,,,,,2019-06-17 19:30:42,,2019-06-17 18:57:09,
1198,,,,2019-06-17 20:40:29,,,,,,,,2019-06-17 20:40:29,,2019-06-17 20:33:48,2019-06-17 20:28:49
1199,,,,2019-06-17 21:30:41,,,,,,,,2019-06-17 21:36:35,,2019-06-17 21:30:41,2019-06-17 21:25:33
1200,,,2019-06-17 22:16:11,2019-06-17 22:37:52,,,,,,,,2019-06-17 22:31:49,,2019-06-17 22:16:11,
1201,,,2019-06-17 23:19:00,2019-06-17 23:47:40,,,,,,,,2019-06-17 23:41:27,,2019-06-17 23:36:37,2019-06-17 23:28:04
1202,,,,2019-06-18 00:39:39,,,,,,,,2019-06-18 00:36:10,,2019-06-18 00:27:29,2019-06-18 00:17:22
1203,,,2019-06-18 01:40:49,2019-06-18 01:37:48,,,,,,,,2019-06-18 01:35:27,,2019-06-18 01:27:14,2019-06-18 01:21:48
1204,,,2019-06-18 02:16:49,2019-06-18 02:16:49,,,,,,,,2019-06-18 02:11:16,,2019-06-18 02:03:22,2019-06-18 01:58:36
1205,,,,,,,,,,,,2019-06-18 02:49:51,,2019-06-18 02:45:51,2019-06-18 02:40:02
1206,,,,,,,,,,,,2019-06-18 03:27:54,,2019-06-18 03:22:14,2019-06-18 03:18:50
1207,,,,,,,,,,,,2019-06-18 04:32:44,,2019-06-18 04:26:21,2019-06-18 04:23:23
1208,,,,,,,,,,,,2019-06-18 04:50:43,,2019-06-18 05:04:27,2019-06-18 05:00:03
1209,,,2019-06-18 05:58:17,,,,,,,,,2019-06-18 05:53:31,,2019-06-18 05:47:52,2019-06-18 05:41:46
1210,,,,,,,,,,,,2019-06-18 06:09:18,,2019-06-18 06:16:23,2019-06-18 06:13:50
1211,,,,,,,,,,,,2019-06-18 06:39:57,,2019-06-18 06:39:57,2019-06-18 06:35:41
1212,,,2019-06-18 06:59:08,,,,,,,,,2019-06-18 07:04:50,,2019-06-18 06:59:08,2019-06-18 07:04:50
1213,,,,,,,,,,,,2019-06-18 07:32:06,,2019-06-18 07:37:34,2019-06-18 07:35:16
1214,,,,,,,,,,,,2019-06-18 08:23:48,,2019-06-18 08:32:41,2019-06-18 08:23:48
1215,,,,,,,,,,,,2019-06-18 09:49:17,,2019-06-18 09:35:14,2019-06-18 09:28:02
1216,,,,,,,,,,,,2019-06-18 11:05:20,,2019-06-18 11:01:12,2019-06-18 10:58:40
1217,,,,,,,,,,,,,,2019-06-18 11:39:40,
1218,,,,,,2019-06-18 12:12:46,,,,,,2019-06-18 12:40:54,,2019-06-18 12:33:33,2019-06-18 12:19:50
1219,,,,,,,,,,,,,,2019-06-18 13:13:37,
1220,,,,,,,,,,,,2019-06-18 14:15:38,,2019-06-18 14:09:58,2019-06-18 14:04:57
1222,2019-06-18 15:56:27,,,,,,,,,,,2019-06-18 15:39:03,,2019-06-18 15:29:45,
1223,,,,,,,,,,,,,,2019-06-18 16:33:17,
1224,2019-06-18 17:43:08,,,,,,,,,,,2019-06-18 17:40:25,,2019-06-18 17:20:44,
1225,,,,,,,,,,,,2019-06-18 18:17:18,,2019-06-18 18:14:34,2019-06-18 18:09:07
1226,,,,,,,,,,,,,,2019-06-18 18:53:53,
1227,,,,,,2019-06-18 20:06:39,,,,,,2019-06-18 20:02:36,,2019-06-18 19:57:45,2019-06-18 19:47:27
1228,,,,2019-06-18 20:41:30,,,,,,,,2019-06-18 20:59:01,,2019-06-18 20:52:51,2019-06-18 20:48:29
1229,,,,2019-06-18 21:45:38,,,,,,,,,,,
1230,,,,2019-06-18 22:21:35,,,,,,,,,,2019-06-18 22:18:01,
1231,,,,2019-06-18 23:10:25,,,,,,,,2019-06-18 23:01:33,,2019-06-18 22:55:03,2019-06-18 22:46:29
1232,,,,2019-06-19 00:09:53,,,,,,,,,,,
1233,,,2019-06-19 00:46:22,,,,,,,,,,,,
1234,,,2019-06-19 01:41:09,2019-06-19 01:41:09,,,,,,,,2019-06-19 01:41:09,,2019-06-19 01:28:00,2019-06-19 01:22:18
1235,,,2019-06-19 02:34:17,,,,,,,,,,,,
1236,2019-06-19 05:36:13,,,2019-06-19 05:31:26,,,,,,,,2019-06-19 05:26:44,,2019-06-19 05:23:09,2019-06-19 04:50:43
1237,2019-06-19 05:41:40,,,2019-06-19 06:34:55,,,,,,,,2019-06-19 06:22:29,,2019-06-19 05:53:23,2019-06-19 05:47:55
1238,,,,2019-06-19 07:07:38,,,,,,,,2019-06-19 07:02:48,,2019-06-19 06:57:55,2019-06-19 06:53:14
1239,,,,2019-06-19 07:43:54,,,,,,,,2019-06-19 07:37:05,,2019-06-19 07:26:57,2019-06-19 07:22:56
1240,,,,2019-06-19 08:05:23,,,,,,,,2019-06-19 08:00:16,,2019-06-19 08:18:52,2019-06-19 08:05:23
1241,2019-06-19 09:46:00,,,2019-06-19 09:20:41,,,,,,,,2019-06-19 09:46:00,,2019-06-19 09:35:32,2019-06-19 09:28:03
1242,,,,2019-06-19 10:06:04,,,,,,,,2019-06-19 10:10:38,,2019-06-19 10:06:04,2019-06-19 10:03:07
1243,,,,2019-06-19 11:24:36,,,,,,,,2019-06-19 11:19:38,,2019-06-19 11:05:22,2019-06-19 10:58:12
1244,,,,2019-06-19 11:49:29,,,,,,,,,,,
1245,,,,2019-06-19 12:51:13,,,,,,,,,,2019-06-19 12:47:25,
1246,,,,2019-06-19 13:48:19,,,,,,,,,,2019-06-19 13:41:47,
1247,,,,2019-06-19 15:07:24,,,,,,,,2019-06-19 15:01:54,,2019-06-19 14:57:07,2019-06-19 14:47:09
1248,,,,2019-06-19 16:01:20,,,,,,,,,,,
1249,,,,2019-06-19 17:51:19,,,,,,,,,,,
1250,,,,2019-06-19 18:58:05,,,,,,,,2019-06-19 18:43:22,,2019-06-19 18:32:27,
1251,,,,2019-06-19 19:38:14,,,,,,,,2019-06-19 19:32:40,,2019-06-19 19:24:15,2019-06-19 19:15:21
1252,,,,2019-06-19 20:11:12,,,,,,,,2019-06-19 20:11:12,,2019-06-19 20:04:35,2019-06-19 19:54:26
1253,,,,2019-06-19 20:45:42,,,,,,,,2019-06-19 20:45:42,,2019-06-19 20:37:35,2019-06-19 20:31:12
1254,2019-06-19 21:21:04,,,2019-06-19 21:21:04,,,,,,,,2019-06-19 21:26:45,,2019-06-19 21:21:04,2019-06-19 21:13:40
1255,2019-06-19 21:59:12,,,2019-06-19 21:53:57,,,,,,,,2019-06-19 21:49:34,,2019-06-19 21:39:31,
1256,,,,2019-06-19 22:41:48,2019-06-19 22:37:16,,,,,,,,,2019-06-19 22:30:05,
1257,,,,2019-06-19 23:39:12,2019-06-19 23:32:44,,,,,,,,,2019-06-19 23:28:06,
1258,,,,,,,,,,,,2019-06-20 00:13:55,,2019-06-20 00:09:42,2019-06-20 00:06:14
1259,,,2019-06-20 00:51:23,,,,,,,,,2019-06-20 00:44:40,,2019-06-20 00:39:52,2019-06-20 00:34:04
1260,,,2019-06-20 01:02:04,,,,,,,,,2019-06-20 01:23:25,,2019-06-20 01:16:28,2019-06-20 01:11:06
1261,,,2019-06-20 02:03:10,,,,,,,,,2019-06-20 02:03:10,,2019-06-20 01:52:50,
1262,,,2019-06-20 02:31:20,,,,,,,,,2019-06-20 02:31:20,,2019-06-20 02:31:20,2019-06-20 02:22:52
1263,,,2019-06-20 03:47:04,,,,,,,,,2019-06-20 03:42:05,,2019-06-20 03:07:03,2019-06-20 03:01:12
1264,,,,2019-06-20 03:52:16,,,,,,,,2019-06-20 04:08:59,,2019-06-20 04:03:33,2019-06-20 03:59:06
1265,,,,2019-06-20 05:24:49,,,,,,,,,,,
1266,,,2019-06-20 05:41:49,,,,,,,2019-06-20 05:41:49,,2019-06-20 05:41:49,,2019-06-20 05:51:04,2019-06-20 05:41:49
1267,,,,2019-06-20 06:37:50,,,,,,2019-06-20 06:37:50,,2019-06-20 06:31:23,,2019-06-20 06:26:11,2019-06-20 06:18:56
1269,,,2019-06-20 11:27:35,,,2019-06-20 11:17:48,,,,,,,,2019-06-20 11:05:44,2019-06-20 11:00:13
1270,,,2019-06-20 11:44:32,2019-06-20 11:44:32,,,,,,,,2019-06-20 11:44:32,,2019-06-20 11:44:32,2019-06-20 11:40:29
1271,,,,2019-06-20 12:20:31,,,,,,,,2019-06-20 12:16:46,,2019-06-20 12:06:09,2019-06-20 11:59:30
1272,,,,2019-06-20 13:08:06,,,,,,,,2019-06-20 13:04:04,,2019-06-20 12:57:09,2019-06-20 12:48:23
1273,,,,2019-06-20 13:22:44,,,,,,,,2019-06-20 13:39:38,,2019-06-20 13:36:39,2019-06-20 13:28:13
1274,,,,2019-06-20 14:37:37,,,,,,,,2019-06-20 14:29:42,,2019-06-20 14:24:22,2019-06-20 14:14:37
1275,,,,2019-06-20 15:17:54,,,,,,,,2019-06-20 15:12:53,,2019-06-20 15:04:01,2019-06-20 14:59:10
1276,,,,2019-06-20 16:11:05,,,,,,,,,,,
1277,,,,2019-06-20 16:56:47,,,,,,,,2019-06-20 16:53:55,,2019-06-20 16:40:35,2019-06-20 16:36:03
1278,,,,2019-06-20 17:23:59,,,,,,,,2019-06-20 17:49:25,,2019-06-20 17:39:28,2019-06-20 17:31:26
1279,,,2019-06-20 18:21:45,,,,,,,2019-06-20 18:05:33,,2019-06-20 18:29:04,,2019-06-20 18:21:45,2019-06-20 18:16:21
1280,,,2019-06-20 19:06:30,,,,,,,,,2019-06-20 19:06:30,,2019-06-20 19:06:30,2019-06-20 19:01:51
1281,,,2019-06-20 19:28:55,,,,,,,,,,,,
1282,,,2019-06-20 20:05:44,,,,,,,,,2019-06-20 20:05:44,,2019-06-20 20:18:50,2019-06-20 20:13:24
1283,,,2019-06-20 20:35:49,2019-06-20 20:45:56,,,,,,2019-06-20 20:54:25,,2019-06-20 20:58:50,,2019-06-20 20:54:25,2019-06-20 20:45:56
1284,,,2019-06-20 21:30:27,,,,,,,,,2019-06-20 21:27:21,,2019-06-20 21:20:19,2019-06-20 21:13:40
1285,2019-06-20 21:50:46,,2019-06-20 22:03:26,,,,,,,2019-06-20 21:59:35,,2019-06-20 21:54:56,,2019-06-20 21:50:46,
1286,,,,,,,,,,,,2019-06-20 22:32:53,,2019-06-20 22:29:49,
1287,,,,2019-06-20 22:59:48,,,,,,,,2019-06-20 22:56:00,,2019-06-20 22:48:49,2019-06-20 22:45:13
1288,,,,2019-06-21 00:17:58,,,,,,,,2019-06-21 00:11:36,,2019-06-20 23:59:00,2019-06-20 23:46:12
1289,,,,2019-06-21 00:44:09,,,,,,,,2019-06-21 01:04:20,,2019-06-21 00:57:01,2019-06-21 00:44:09
1290,2019-06-21 03:43:02,,2019-06-21 03:40:31,2019-06-21 03:32:27,,,,,,,,2019-06-21 03:09:24,,2019-06-21 03:02:35,2019-06-21 02:55:00
1291,2019-06-21 04:35:36,,,2019-06-21 04:29:42,,,,,,,,2019-06-21 04:23:48,,2019-06-21 03:56:26,2019-06-21 03:51:06
1292,,,,2019-06-21 05:49:19,,,,,,,,2019-06-21 05:36:47,,2019-06-21 05:28:42,2019-06-21 05:23:34
1293,,,,2019-06-21 06:06:32,,,,,,,,2019-06-21 06:06:32,,2019-06-21 06:29:07,2019-06-21 06:11:55
1294,,,,2019-06-21 07:07:37,,,,,,,,2019-06-21 07:03:14,,2019-06-21 06:57:05,2019-06-21 06:50:30
1295,,,2019-06-21 07:48:11,2019-06-21 07:48:11,,,,,,,,2019-06-21 08:12:29,,2019-06-21 08:03:02,2019-06-21 07:56:46
1296,,,,2019-06-21 09:16:06,,,,,,,,2019-06-21 09:28:05,,2019-06-21 09:28:05,2019-06-21 09:22:58
1297,2019-06-21 09:54:58,,,2019-06-21 10:06:09,,,,,,,,2019-06-21 10:06:09,,2019-06-21 09:54:58,2019-06-21 09:50:47
1298,2019-06-21 10:33:10,,,,,2019-06-21 10:33:10,,,,,,2019-06-21 10:33:10,,2019-06-21 10:49:46,2019-06-21 10:38:19
1299,,,2019-06-21 12:45:55,,,,,,,,,2019-06-21 12:36:54,,2019-06-21 12:33:20,2019-06-21 12:12:21
1301,,,2019-06-21 13:31:33,,,,,,,,,2019-06-21 13:25:50,,2019-06-21 13:22:00,2019-06-21 12:56:46
1302,,,2019-06-21 14:16:50,,,,,,,,,2019-06-21 14:14:01,,2019-06-21 14:07:14,2019-06-21 14:03:20
1303,,,2019-06-21 14:51:56,,,,,,,,,2019-06-21 14:51:56,,2019-06-21 14:48:54,2019-06-21 14:45:25
1304,,,,,,,,,,,,2019-06-21 15:27:41,,2019-06-21 15:20:23,2019-06-21 15:15:18
1305,,,2019-06-21 16:20:07,,,,,,,,,2019-06-21 16:31:00,,2019-06-21 16:31:00,2019-06-21 16:20:07
1306,,,2019-06-21 17:44:07,,,,,,,,,2019-06-21 17:34:11,,2019-06-21 17:27:17,2019-06-21 17:19:49
1307,,,2019-06-21 18:25:06,,,,,,,,,2019-06-21 18:18:54,,2019-06-21 18:15:18,2019-06-21 18:10:13
1308,,,2019-06-21 18:58:16,,,,,,,,,2019-06-21 19:16:35,,2019-06-21 19:20:15,2019-06-21 19:16:35
1309,,,2019-06-21 20:18:39,,,,,,,,,2019-06-21 20:15:08,2019-06-21 20:10:19,2019-06-21 20:01:01,2019-06-21 19:51:43
1310,,,2019-06-21 20:42:10,,,,,,,,,2019-06-21 20:52:01,,2019-06-21 20:52:01,2019-06-21 20:47:17
1311,,,2019-06-21 21:15:16,,,,,,,,,2019-06-21 21:04:27,,2019-06-21 21:20:17,2019-06-21 21:15:16
1312,,,2019-06-21 21:38:32,,,,,,,,,2019-06-21 21:56:13,,2019-06-21 21:56:13,2019-06-21 21:56:13
1313,,,2019-06-21 22:29:42,,,,,,,,,,,,
1314,,,2019-06-21 22:59:48,,,,,,,,,2019-06-21 23:04:37,,2019-06-21 22:59:48,2019-06-21 22:54:53
1315,,,2019-06-21 23:40:04,,,,,,,,,,,,
1316,,,2019-06-22 00:09:35,,,,,,,,,,,,
1317,,,,,,,,,,,2019-06-22 00:44:00,,,2019-06-22 00:40:05,
1318,,,,,,,,,,,,,,2019-06-22 01:21:05,
1319,,,,,,,,,,,,2019-06-22 01:56:21,,2019-06-22 01:49:59,2019-06-22 01:44:49
1320,,,2019-06-22 03:07:08,,,,,,,,,2019-06-22 03:07:08,,2019-06-22 03:07:08,2019-06-22 02:55:58
1321,,,,,,,,,,,,2019-06-22 03:40:51,,2019-06-22 03:28:00,2019-06-22 03:48:29
1322,,,2019-06-22 04:22:38,,,,,,,,,,,,
1323,,,2019-06-22 05:22:00,,,,,,,,,2019-06-22 05:18:02,,2019-06-22 05:13:12,2019-06-22 05:05:24
1324,,,,,,,,,,,,2019-06-22 05:34:02,,2019-06-22 05:49:06,2019-06-22 05:42:36
1325,,,2019-06-22 06:25:54,,,,,,,,,2019-06-22 06:25:54,,2019-06-22 06:21:01,2019-06-22 06:14:54
1326,,,,,,,,,,,,2019-06-22 06:47:30,,2019-06-22 06:47:30,2019-06-22 06:57:16
