key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
2565,,,2019-08-13 01:29:08,,,2019-08-13 01:17:21,2019-08-13 01:13:45,,
2566,2019-08-13 04:15:39,,2019-08-13 03:21:46,2019-08-13 03:16:45,,2019-08-13 03:04:56,2019-08-13 02:52:06,,
2567,2019-08-13 07:10:14,,2019-08-13 07:04:38,,2019-08-13 06:14:30,2019-08-13 06:10:36,,,
2568,2019-08-13 08:01:19,,2019-08-13 07:52:42,,,,2019-08-13 07:49:49,,
2569,,,2019-08-13 09:36:56,,,2019-08-13 09:26:22,,,
2570,2019-08-13 10:41:05,,,,,2019-08-13 10:30:20,2019-08-13 10:25:22,,
2571,2019-08-13 13:01:27,,,,,2019-08-13 12:50:54,,,
2572,2019-08-13 13:40:53,,,,,2019-08-13 13:33:02,,,
2573,2019-08-13 14:30:47,,,,,,,,
2574,2019-08-13 15:20:42,,,,,2019-08-13 15:13:20,,,
2575,2019-08-13 16:13:34,,,,,2019-08-13 16:09:14,,,
2576,2019-08-13 16:51:06,,,,,2019-08-13 16:48:03,,,
2577,2019-08-13 18:29:54,,,,,2019-08-13 18:19:24,,,
2578,2019-08-13 19:18:36,,,,,,,,
2579,2019-08-13 20:36:32,,,,,,,,
2580,2019-08-13 21:15:45,,,,,2019-08-13 20:59:00,,,
2581,2019-08-13 21:52:25,,,,,,,,
2582,2019-08-13 22:23:13,,,,,2019-08-13 22:23:13,,,
2583,2019-08-13 23:09:11,2019-08-13 23:02:50,,,,2019-08-13 22:51:40,,,
2584,2019-08-13 23:30:47,,,,,,,,
2585,2019-08-14 00:19:06,,,,,,,,
2586,2019-08-14 01:10:12,,,,,,,,
2587,2019-08-14 01:29:32,,,,,,,,
2588,2019-08-14 02:14:32,,,,,,,,
2589,2019-08-14 02:47:36,,,,,,,,
2590,2019-08-14 03:16:38,,,,,,,,
2591,2019-08-14 04:13:47,2019-08-14 04:13:47,,,,2019-08-14 03:53:23,,,
2592,2019-08-14 05:15:12,2019-08-14 04:50:46,,,,2019-08-14 04:41:52,,,
2593,2019-08-14 06:24:38,2019-08-14 06:16:41,,,,,,,
2594,2019-08-14 07:32:27,2019-08-14 07:25:06,,,,,,,
2595,2019-08-14 08:01:46,,,,,,,,
2596,2019-08-14 08:20:41,2019-08-14 08:12:45,,,,,,,
2597,2019-08-14 08:58:02,2019-08-14 08:52:45,,,,,,,
2598,2019-08-14 09:33:34,2019-08-14 09:25:44,,,,,,,
2599,2019-08-14 10:16:41,,,,,,,,
2600,2019-08-14 10:41:17,,,,,,,,
2601,2019-08-14 11:05:37,,,,,,,,
2602,2019-08-14 11:34:16,,,,,,,,
2603,2019-08-14 12:07:08,,,,,,,,
2604,2019-08-14 12:55:30,,,,,,,,
2605,2019-08-14 13:49:20,,,,,,,,
2606,2019-08-14 15:04:48,,,,,,,,
2607,2019-08-14 16:00:59,,,,,,,,
2608,2019-08-14 17:39:11,,,,,,,,
2609,2019-08-14 18:07:06,2019-08-14 17:53:38,,,,,,,
2610,2019-08-14 18:29:02,,,,,,,,
2611,2019-08-14 19:47:25,,,,,,,,
2612,2019-08-14 20:23:09,,,,,,,,
2613,2019-08-14 21:00:36,,,,,,,,
2614,2019-08-14 22:18:04,2019-08-14 22:04:14,,,,,,,
2615,2019-08-14 22:50:56,,,,,,,,
2616,2019-08-14 23:20:47,,,,,,,,
2617,2019-08-14 23:54:34,,,,,,,,
2618,2019-08-15 00:40:31,,,,,,,,
2619,2019-08-15 01:23:34,,,,,,,,
2620,2019-08-15 02:05:24,,,,,,,,
2621,2019-08-15 02:40:34,2019-08-15 02:26:09,,,,,,,
2622,2019-08-15 03:06:59,2019-08-15 03:02:59,,,,,,,
2623,2019-08-15 04:39:27,2019-08-15 04:31:59,,,,,,,
2630,2019-08-15 10:05:26,,,,,,,,
2631,2019-08-15 11:27:17,,,,,,,,
2632,2019-08-15 12:57:12,2019-08-15 12:49:38,,,,,,,
2633,2019-08-15 14:00:10,2019-08-15 13:52:52,,,,,,,
2634,2019-08-15 15:12:07,2019-08-15 15:05:45,,,,,,,
2635,2019-08-15 15:45:36,2019-08-15 15:39:19,,,,,,,
2636,2019-08-15 16:30:50,2019-08-15 16:28:27,,,,,,,
2637,2019-08-15 17:19:33,2019-08-15 17:15:15,,,,,,,
2638,2019-08-15 18:19:20,2019-08-15 18:13:44,,,,,,,
2639,2019-08-15 19:27:49,,,,,,,,
2640,2019-08-15 20:24:54,,,,,,,,
2641,2019-08-15 21:17:09,,,,,,,,
2642,2019-08-15 22:38:26,,,,,,,,
2643,2019-08-15 23:32:10,,,,,,,,
2644,2019-08-16 01:02:42,,,,,,,,
2645,2019-08-16 01:38:45,,,,,,,,
2646,2019-08-16 02:33:37,,,,,,,,
2647,2019-08-16 04:50:22,2019-08-16 04:43:44,,,,,,2019-08-16 04:37:28,
2648,2019-08-16 05:54:11,2019-08-16 05:49:30,,,,,,2019-08-16 05:36:19,
2649,2019-08-16 07:07:06,2019-08-16 06:51:12,,,,,,2019-08-16 06:42:52,
2650,2019-08-16 07:52:37,2019-08-16 07:46:20,,,,,,2019-08-16 07:39:37,
2651,2019-08-16 08:28:52,2019-08-16 08:23:32,,,,,,2019-08-16 08:14:32,
2652,2019-08-16 09:01:36,,,,,,,2019-08-16 08:56:23,
2653,2019-08-16 10:01:30,2019-08-16 09:57:35,,,,,,,
2654,2019-08-16 10:24:10,2019-08-16 10:17:48,,,,,,,
2655,2019-08-16 11:26:51,2019-08-16 11:20:54,,,,,,,
2656,2019-08-16 12:52:42,,,,,,,,
2657,2019-08-16 15:12:02,2019-08-16 15:07:16,,,,,,,
2658,2019-08-16 15:34:19,2019-08-16 15:29:58,,,,,,,
2659,2019-08-16 16:00:50,2019-08-16 15:53:54,,,,,,,
2660,2019-08-16 17:49:12,2019-08-16 17:23:13,,,,,,,
2661,2019-08-16 18:42:57,,,,,,,,
2662,2019-08-16 19:51:42,,,,,,,,
2663,2019-08-16 20:27:23,2019-08-16 20:18:15,,,,,,,
2664,2019-08-16 21:01:30,,,,,,,,
2665,2019-08-16 21:39:48,,,,,,,,
2666,2019-08-16 22:07:06,,,,,,,,
2667,2019-08-16 22:34:26,,,,,,,,
2668,2019-08-16 23:09:18,,,,,,,,
2669,2019-08-16 23:35:18,,,,,,,,
2670,2019-08-17 00:12:59,2019-08-17 00:05:45,,,,,,,
2671,2019-08-17 01:00:59,2019-08-17 00:52:16,,,,,,,
2672,2019-08-17 01:35:02,2019-08-17 01:26:07,,,,,,,
2673,2019-08-17 02:15:13,,,,,,,,
2674,2019-08-17 03:23:10,,,,,,,,
2675,2019-08-17 04:24:02,2019-08-17 04:14:14,,,,,,,
2676,2019-08-17 05:26:18,2019-08-17 05:22:07,,,,,,,
2677,2019-08-17 05:54:43,2019-08-17 05:44:44,,,,,,,
2678,2019-08-17 06:24:01,2019-08-17 06:15:36,,,,,,,
2679,2019-08-17 06:58:00,2019-08-17 06:50:00,,,,,,,
2680,2019-08-17 07:33:34,2019-08-17 07:28:09,,,,,,,
2681,2019-08-17 08:06:36,2019-08-17 07:59:24,,,,,,,
2682,2019-08-17 08:43:33,2019-08-17 08:33:39,,,,,,,
2684,2019-08-17 09:41:32,,2019-08-17 09:26:28,,,,,,
2685,2019-08-17 10:31:51,2019-08-17 10:26:22,2019-08-17 10:16:32,,,,,,
2686,2019-08-17 11:06:21,2019-08-17 11:00:03,2019-08-17 10:55:55,,,,,,
2687,2019-08-17 11:58:32,2019-08-17 11:52:05,,,,,,,
2688,2019-08-17 12:48:28,,,,,,,,
2689,2019-08-17 14:01:52,,,,,,,,
2690,2019-08-17 14:47:02,2019-08-17 14:41:06,,,,,,,
2691,2019-08-17 15:10:11,2019-08-17 15:04:37,,,,,,,
2692,2019-08-17 15:48:23,2019-08-17 15:41:35,,,,,,,
2693,2019-08-17 16:20:58,,,,,,,,
2694,2019-08-17 16:54:10,,,,,,,,
2695,2019-08-17 17:30:03,,,,,,,,
2696,2019-08-17 17:56:02,,,,,,,,
2697,2019-08-17 18:55:19,,,,,,,,
2698,2019-08-17 22:13:56,,,,,,,,
2699,2019-08-17 23:09:37,,,,,,,,
2700,2019-08-18 00:03:07,,,,,,,,
2701,2019-08-18 00:39:44,,,,,,,,
2702,2019-08-18 01:39:20,,,,,,,,
2703,2019-08-18 02:09:09,2019-08-18 02:01:04,,,,,,,
2704,2019-08-18 02:57:27,,,,,,,,
2705,2019-08-18 03:36:20,2019-08-18 03:20:19,,,,,,,
2706,2019-08-18 04:12:35,2019-08-18 04:03:28,,,,,,,
2707,2019-08-18 04:55:24,,,,,,,,
2708,2019-08-18 05:27:35,,,,,,,,
2709,2019-08-18 06:17:53,,,,,,,,
2710,2019-08-18 07:05:11,,,,,,,,
2711,2019-08-18 07:42:27,,,,,,,,
2712,2019-08-18 08:27:39,,,,,,,,
2713,2019-08-18 10:00:16,2019-08-18 09:50:05,,,,,,,
2714,2019-08-18 10:57:12,2019-08-18 10:44:53,,,,,,,
2715,2019-08-18 11:51:11,,,,,,,,
2716,2019-08-18 12:31:33,,,,,2019-08-18 12:23:50,,,
2717,2019-08-18 13:05:00,,,,,,,,
2718,2019-08-18 13:43:45,,,,,2019-08-18 13:32:48,,,
2719,2019-08-18 14:26:07,,,,,2019-08-18 14:17:09,,,
2720,2019-08-18 14:58:46,,,,,2019-08-18 14:51:35,,,
2721,2019-08-18 15:48:31,,,,,2019-08-18 15:43:21,,,
2722,2019-08-18 16:26:31,,,,,2019-08-18 16:20:32,,,
2723,2019-08-18 17:16:06,,,,,2019-08-18 17:05:42,,,
2724,2019-08-18 17:41:04,,,,,,,,
2725,2019-08-18 18:34:17,,,,,2019-08-18 18:25:03,,,
2726,2019-08-18 19:21:49,,,,,2019-08-18 19:10:56,,,
2727,2019-08-18 20:03:04,,,,,,,,
2728,2019-08-18 20:48:39,,,,,,,,
2729,2019-08-18 21:43:26,,,,,,,,
2730,2019-08-18 23:08:55,,,,,,,,
2731,2019-08-19 00:31:47,,,,,,,,
2732,2019-08-19 02:08:25,,,,,,,,
2733,2019-08-19 02:46:48,,,,,,,,
2734,2019-08-19 03:29:37,,,,,,,,
2735,2019-08-19 04:02:47,,,,,,,,
2736,2019-08-19 04:46:49,2019-08-19 04:43:35,,,,,,,
2737,2019-08-19 13:06:49,,,,,,,,
2738,2019-08-19 13:47:46,,,,,,,,
2739,2019-08-19 14:50:24,2019-08-19 14:27:21,,,,,,,
2740,2019-08-19 15:23:23,,,,,,,,
2741,2019-08-19 16:13:34,2019-08-19 16:05:41,,,,,,,
2742,2019-08-19 17:32:24,2019-08-19 17:04:00,,,,,,,
2743,2019-08-19 18:01:16,2019-08-19 17:57:22,,,,,,,
2744,2019-08-19 18:23:52,2019-08-19 18:21:18,,,,,,,
2745,2019-08-19 18:48:10,,,,,,,,
2746,2019-08-19 19:37:22,2019-08-19 19:30:57,,,,,,,
2747,2019-08-19 20:32:10,,,,,,,,
2748,2019-08-19 21:13:03,,,,,,,,
2749,2019-08-19 22:09:29,2019-08-19 21:59:17,,,,,,,
2750,2019-08-19 22:43:16,,,,,,,,
2751,2019-08-19 23:21:47,,,,,,,,
2752,2019-08-19 23:56:15,,,,,,,,
2753,2019-08-20 00:39:59,2019-08-20 00:36:22,,,,,,,
2754,2019-08-20 01:23:05,2019-08-20 01:18:12,,,,,,,
2755,2019-08-20 02:17:38,,,,,,,,
2756,2019-08-20 02:48:55,2019-08-20 02:38:58,,,,,,,
2757,2019-08-20 03:57:06,2019-08-20 03:45:26,,,,,,,
2758,2019-08-20 05:00:31,2019-08-20 04:50:34,,,,,,,
2759,2019-08-20 05:58:54,2019-08-20 05:45:51,,,,,,,
2760,2019-08-20 07:00:32,,,,,,,,
2761,2019-08-20 07:56:06,2019-08-20 07:46:32,,,,,,,
2762,2019-08-20 09:00:30,2019-08-20 08:53:18,,,,,,,
2763,2019-08-20 09:51:23,,,,,,,,
2764,2019-08-20 11:04:03,2019-08-20 10:47:28,,,,,,,
2765,2019-08-20 15:42:31,,,,,,,,
2766,2019-08-20 16:28:42,,,,,,,,
2767,2019-08-20 17:15:15,2019-08-20 17:05:31,,,,,,,
2768,2019-08-20 17:56:09,,,,,,,,
2769,2019-08-20 18:30:24,,,,,,,,
2770,2019-08-20 19:30:31,,,,,,,,
2771,2019-08-20 19:59:33,,,,,,,,
2772,2019-08-20 20:36:03,2019-08-20 20:29:52,,,,,,,
2773,2019-08-20 20:58:53,,,,,,,,
2774,2019-08-20 21:31:45,,,,,,,,
2775,2019-08-20 22:19:15,2019-08-20 22:09:50,,,,,,,
2776,2019-08-20 22:46:46,,,,,,,,
2777,2019-08-20 23:22:27,2019-08-20 23:16:05,,,,,,,
2778,2019-08-21 00:42:04,,,,,,,,
2779,2019-08-21 02:15:29,,,,,,,,
2780,2019-08-21 03:23:22,,,,,,,,
2781,2019-08-21 04:01:41,,,,,,,,
2782,2019-08-21 05:56:44,,,,,,,,
2783,2019-08-21 06:17:41,2019-08-21 06:11:25,,,,,,,
2784,2019-08-21 07:13:57,,,,,,,,
2785,2019-08-21 07:53:58,,,,,,,,
2786,2019-08-21 08:40:02,,,,,,,,
2787,2019-08-21 09:27:32,2019-08-21 09:19:16,,,,,,,
2793,2019-08-21 15:31:52,2019-08-21 15:21:58,,,,,,,
2794,2019-08-21 16:32:27,2019-08-21 16:23:19,,,,,,,
2795,2019-08-21 17:12:52,,,,,,,,
2796,2019-08-21 18:19:03,2019-08-21 18:03:06,,,,,,,
2797,2019-08-21 19:04:36,,,,,,,,
2798,2019-08-21 19:43:16,,,,,,,,
2799,2019-08-21 20:50:36,2019-08-21 20:44:45,,,,,,,
2800,2019-08-21 21:53:00,2019-08-21 21:44:32,,,,,,,
2801,2019-08-21 22:31:32,,,,,,,,
2802,2019-08-21 23:05:57,2019-08-21 22:58:42,,,,,,,
2803,2019-08-21 23:39:22,2019-08-21 23:32:57,,,,,,,
2804,2019-08-22 00:25:26,,,,,,,,
2805,2019-08-22 01:54:57,,,,,,,,
2806,2019-08-22 02:41:38,2019-08-22 02:36:32,,,,,,,
2807,2019-08-22 03:26:48,2019-08-22 03:18:25,,,,,,,
2808,2019-08-22 04:07:31,2019-08-22 04:00:13,,,,,,,
2809,2019-08-22 05:08:08,2019-08-22 04:55:38,,,,,,,
2810,2019-08-22 05:42:36,,,,,,,,
2811,2019-08-22 06:36:17,,,,,,,,
2812,2019-08-22 07:19:49,2019-08-22 07:13:13,,,,,,,
2813,2019-08-22 07:52:18,2019-08-22 07:43:33,,,,,,,
2816,2019-08-22 12:23:54,,,,,,,,
2817,2019-08-22 12:48:23,2019-08-22 12:33:21,,,,,,,
2818,2019-08-22 13:42:42,2019-08-22 13:34:04,,,,,,,
2819,2019-08-22 14:18:47,2019-08-22 14:10:31,,,,,,,
2820,2019-08-22 14:31:32,,,,,,,,
2821,2019-08-22 15:50:30,2019-08-22 15:46:07,,,,,,,
2822,2019-08-22 16:05:17,,,,,,,,
2823,2019-08-22 16:43:22,,,,,,,,
2824,2019-08-22 17:35:12,,,,,,,,
2825,2019-08-22 18:19:56,,,,,,,,
2826,2019-08-22 19:04:56,,,,,,,,
2827,2019-08-22 19:54:53,,,,,,,,
2828,2019-08-22 21:20:02,,,,,,,,
2829,2019-08-22 23:13:17,,,,,,,,
2830,2019-08-22 23:48:23,,,,,,,,
2831,2019-08-23 00:33:37,,,,,,,,
2832,2019-08-23 00:52:00,,,,,,,,
2833,2019-08-23 01:34:49,,,,,,,,
2834,2019-08-23 02:04:18,,,,,,,,
2835,2019-08-23 02:41:01,,,,,,,,
2836,2019-08-23 03:08:50,,,,,,,,
2837,2019-08-23 04:19:06,,,,,,,,
2838,2019-08-23 04:58:40,,,,,,,,
2839,2019-08-23 05:35:01,,,,,,,,
2840,2019-08-23 06:11:56,,,,,,,,
2841,2019-08-23 06:49:23,,,,,,,,
2842,2019-08-23 07:25:51,,,,,,,,
2843,2019-08-23 09:07:25,2019-08-23 08:53:06,,,,,,,
2844,2019-08-23 09:41:44,2019-08-23 09:33:14,,,,,,,
2845,2019-08-23 10:56:05,2019-08-23 10:48:07,,,,,,,
2851,2019-08-23 15:36:05,,,,,,,,
2852,2019-08-23 16:48:46,,,,,,,,
2853,2019-08-23 17:23:29,,,,,,,,
2854,2019-08-23 18:26:08,,,,,,,,
2855,2019-08-23 19:45:56,,,,,,,,
2856,2019-08-23 20:45:20,,,,,,,,
2857,2019-08-23 21:37:53,,,,,,,,
2858,2019-08-23 23:45:56,,,,,,,,
2859,2019-08-24 01:09:09,,,,,,,,
2860,2019-08-24 02:06:05,,,,,,,,
2861,2019-08-24 02:57:50,2019-08-24 02:51:15,,,,,,,
2862,2019-08-24 04:03:11,2019-08-24 03:57:38,,,,,,,
2864,2019-08-24 05:05:23,2019-08-24 04:57:46,,,,,,,
2865,2019-08-24 05:34:40,,,,,,,,
2866,2019-08-24 06:07:24,,,,,,,,
2867,2019-08-24 06:28:50,,,,,,,,
2868,2019-08-24 07:02:18,,,,,,,,
2869,2019-08-24 07:44:38,,,,,,,,
2870,2019-08-24 08:04:18,,,,,,,,
2877,2019-08-24 15:18:09,2019-08-24 15:11:12,,,,,,,
2878,2019-08-24 17:01:25,,,,,,,,
2879,2019-08-24 18:17:43,2019-08-24 18:10:02,,,,,,,
2880,2019-08-24 19:11:04,2019-08-24 19:05:01,,,,,,,
2881,2019-08-24 19:58:16,2019-08-24 19:50:49,,,,,,,
2882,2019-08-24 20:39:55,2019-08-24 20:33:02,,,,,,,
2883,2019-08-24 21:11:54,,,,,,,,
2884,2019-08-24 22:16:44,2019-08-24 22:13:24,,,,,,,
2885,2019-08-24 22:31:41,,,,,,,,
2886,2019-08-24 23:12:51,,,,,,,,
2887,2019-08-25 00:24:12,,,,,,,,
2888,2019-08-25 01:27:32,2019-08-25 01:20:08,,,,,,,
2889,2019-08-25 02:22:47,2019-08-25 02:14:02,,,,,,,
2890,2019-08-25 03:01:09,2019-08-25 02:48:51,,,,,,,
2891,2019-08-25 03:44:13,,,,,,,,
2892,2019-08-25 04:06:08,,,,,,,,
2893,2019-08-25 04:52:05,,,,,,,,
2894,2019-08-25 06:07:37,,,,,,,,
2895,2019-08-25 06:43:30,,,,,,,,
2896,2019-08-25 07:16:58,,,,,,,,
2897,2019-08-25 08:10:59,,,,,,,,
2898,2019-08-25 08:49:10,,,,,,,,
2899,2019-08-25 09:27:24,,,,,,,,
2900,2019-08-25 10:32:21,,,,,,,,
2901,2019-08-25 16:44:22,2019-08-25 16:16:04,,,,,,,
2902,2019-08-25 18:45:46,,,,,,,,
2903,2019-08-25 19:18:35,,,,,,,,
2904,2019-08-25 20:06:39,2019-08-25 19:58:56,,,,,,,
2905,2019-08-25 20:37:31,,,,,,,,
2906,2019-08-25 21:16:55,2019-08-25 21:06:33,,,,,,,
2907,2019-08-25 21:53:30,,,,,,,,
2908,2019-08-25 22:23:12,2019-08-25 22:15:31,,,,,,,
2909,2019-08-25 23:02:40,2019-08-25 22:52:42,,,,,,,
2910,2019-08-26 00:23:44,2019-08-25 23:57:21,2019-08-25 23:47:50,,,,,,
2911,2019-08-26 01:40:32,2019-08-26 01:24:05,2019-08-26 01:15:36,,,,,,
2912,2019-08-26 02:32:56,2019-08-26 02:27:53,2019-08-26 02:15:46,,,,,,
2913,2019-08-26 03:40:06,,2019-08-26 03:34:51,,,,,,
2914,2019-08-26 04:18:17,2019-08-26 04:12:43,,,,,,,
2915,2019-08-26 05:35:02,,,,,,,,
2916,2019-08-26 06:46:40,2019-08-26 06:41:13,,,,,,,
2917,2019-08-26 08:54:30,,,,,,,,
2918,2019-08-26 09:34:37,2019-08-26 09:27:10,,,,,,,
2919,2019-08-26 09:55:23,,,,,,,,
2920,2019-08-26 10:36:09,,,,,,,,
2921,2019-08-26 11:07:09,,,,,,,,
2922,2019-08-26 11:55:52,,,,,,,,
2923,2019-08-26 12:28:35,2019-08-26 12:22:26,,,,,,,
2924,2019-08-26 13:10:28,2019-08-26 13:02:45,,,,,,,
2925,2019-08-26 13:41:00,,,,,,,,
2926,2019-08-26 14:46:03,2019-08-26 14:41:04,,,,,,,
2927,2019-08-26 15:16:03,2019-08-26 15:07:44,,,,,,,
2928,2019-08-26 16:19:17,,,,,,,,
2929,2019-08-26 17:02:28,,,,,,,,
2930,2019-08-26 18:18:46,,,,,,,,
2931,2019-08-26 19:16:22,,,,,,,,
2932,2019-08-26 20:14:23,,,,,,,,
2933,2019-08-26 21:12:52,,,,,,,,
2934,2019-08-26 21:56:39,2019-08-26 21:48:21,,,,,,,
2935,2019-08-26 22:34:39,,,,,,,,
2936,2019-08-26 23:26:01,,,,,,,,
2937,2019-08-27 00:42:07,,,,,,,,
2938,2019-08-27 01:16:07,,,,,,,,
2939,2019-08-27 01:48:23,,,,,,,,
2940,2019-08-27 02:29:09,2019-08-27 02:20:45,,,,,,,
2941,2019-08-27 02:52:17,2019-08-27 02:44:52,,,,,,,
2942,2019-08-27 08:06:46,,,,,,,,
2943,2019-08-27 08:49:05,2019-08-27 08:46:07,,,,,,,
2944,2019-08-27 09:34:32,,,,,,,,
2945,2019-08-27 10:21:41,,,,,,,,
2946,2019-08-27 10:59:46,,,,,,,,
2947,2019-08-27 11:38:18,,,,,,,,
2948,2019-08-27 12:24:01,2019-08-27 12:16:02,,,,,,,
2949,2019-08-27 13:57:21,2019-08-27 13:42:32,,,,,,,
2950,2019-08-27 14:53:39,,,,,,,,
2951,2019-08-27 15:45:54,,,,,,,,
2952,2019-08-27 16:29:04,,,,,,,,
2953,2019-08-27 17:08:02,2019-08-27 17:01:30,,,,,,,
2954,2019-08-27 17:20:45,,,,,,,,
2955,2019-08-27 18:36:24,,,,,,,,
2956,2019-08-27 18:55:45,,,,,,,,
2957,2019-08-27 19:59:46,,,,,,,,
2958,2019-08-27 20:36:53,,,,,,,,
2959,2019-08-27 21:17:31,,,,,,,,
2960,2019-08-27 21:48:27,,,,,,,,
2961,2019-08-27 22:48:31,,,,,,,,
2962,2019-08-27 23:28:07,,,,,,,,
2963,2019-08-28 00:06:30,,,,,,,,
2964,2019-08-28 02:31:45,,,,,,,,
2965,2019-08-28 03:33:35,,,,,,,,
2966,2019-08-28 05:51:35,,,,,,,,
2967,2019-08-28 06:39:25,,,,,,,,
2968,2019-08-28 07:13:45,,,,,,,,
2969,2019-08-28 08:20:26,,,,,,,,
2970,2019-08-28 09:27:07,,,,,,,,
2971,2019-08-28 10:29:30,,,,,,,,
2972,2019-08-28 11:11:19,,,,,,,,
2973,2019-08-28 11:43:20,,,,,,,,
2974,2019-08-28 12:08:03,,,,,,,,
2975,2019-08-28 13:13:33,,,,,,,,
2976,2019-08-28 14:28:58,,,,,,,,
2977,2019-08-28 15:09:52,,,,,,,,
2978,2019-08-28 15:53:05,,,,,,,,
2979,2019-08-28 16:25:17,,,,,,,,
2980,2019-08-28 16:56:10,,,,,,,,
2981,2019-08-28 17:45:47,,,,,,,,
2982,2019-08-28 18:17:33,,,,,,,,
2983,2019-08-28 18:56:24,,,,,,,,
2984,2019-08-28 20:01:58,,,,,,,,
2985,2019-08-28 21:54:58,,,,,,,,
2986,2019-08-28 23:02:22,,,,,,,,
2987,2019-08-28 23:22:38,,,,,,,,
2988,2019-08-28 23:57:58,,,,,,,,
2989,2019-08-29 01:02:18,,,,,,,,
2990,2019-08-29 01:40:12,,,,,,,,
2991,2019-08-29 02:20:07,,,,,,,,
2992,2019-08-29 03:12:01,,,,,,,,
2993,2019-08-29 04:00:30,,,,,,,,
2994,2019-08-29 05:09:27,,,,,,,,
2995,2019-08-29 06:35:36,,,,,,,,
2996,2019-08-29 07:13:22,,,,,,,,
2997,2019-08-29 07:54:14,,,,,,,,
2998,2019-08-29 08:13:22,,,,,,,,
2999,2019-08-29 09:08:01,,,,,,,,
3000,2019-08-29 09:50:59,,,,,,,,
3001,2019-08-29 10:27:08,,,,,,,,
3002,2019-08-29 11:34:27,,,,,,,,
3003,2019-08-29 12:05:08,,,,,,,,
3004,2019-08-29 12:42:38,,,,,,,,
3005,2019-08-29 13:08:19,,,,,,,,
3006,2019-08-29 13:44:40,,,,,,,,
3007,2019-08-29 14:17:57,,,,,,,,
3008,2019-08-29 14:33:58,,,,,,,,
3009,2019-08-29 15:29:15,,,,,,,,
3010,2019-08-29 16:25:11,,,,,,,,
3011,2019-08-29 17:42:47,,,,,,,,
3012,2019-08-29 18:31:13,,,,,,,,
3013,2019-08-29 19:36:17,,,,,,,,
3014,2019-08-29 20:32:15,,,,,,,,
3015,2019-08-29 20:58:16,,,,,,,,
3016,2019-08-29 21:54:41,,,,,,,,
3017,2019-08-30 00:43:26,2019-08-30 00:37:30,,,,,,,
3018,2019-08-30 01:39:24,2019-08-30 01:34:06,,,,,,,
3019,2019-08-30 02:06:31,2019-08-30 02:00:40,,,,,,,
3020,2019-08-30 03:05:47,2019-08-30 02:53:33,,,,,,,
3021,2019-08-30 03:55:23,,,,,,,,
3022,2019-08-30 04:30:57,,,,,,,,
3023,2019-08-30 05:11:46,,,,,,,,
3024,2019-08-30 05:47:03,,,,,,,,
3025,2019-08-30 06:39:52,,,,,,,,
3026,2019-08-30 07:33:11,2019-08-30 07:33:11,,,,,,,
3027,2019-08-30 08:09:59,2019-08-30 08:04:24,,,,,,,
3028,2019-08-30 08:54:30,2019-08-30 08:46:49,,,,,,,
3029,2019-08-30 09:55:11,,,,,,,,
3030,2019-08-30 10:52:28,,,,,,,,
3031,2019-08-30 12:07:47,2019-08-30 12:00:51,,,,,,,
3032,2019-08-30 13:51:35,,,,,,,,
3033,2019-08-30 14:29:58,,,,,,,,
3034,2019-08-30 15:43:59,,,,,,,,
3041,2019-08-30 21:04:24,,,,,,,,
3042,2019-08-30 21:54:51,,,,,,,,
3043,2019-08-30 22:28:35,,,,,,,,
3044,2019-08-30 23:08:08,2019-08-30 23:00:49,,,,,,,
3045,2019-08-30 23:42:44,,,,,,,,
3046,2019-08-31 00:14:30,,,,,,,,
3047,2019-08-31 01:08:09,,,,,,,,
3048,2019-08-31 01:24:06,2019-08-31 01:16:25,,,,,,,
3049,2019-08-31 03:57:45,,,,,,,,
3050,2019-08-31 04:29:26,,,,,,,,
3051,2019-08-31 05:29:12,,,,,,,,
3052,2019-08-31 06:04:59,,,,,,,,
3053,2019-08-31 06:59:33,,,,,,,,
3054,2019-08-31 07:42:01,,,,,,,,
3055,2019-08-31 08:29:47,,,,,,,,
3056,2019-08-31 09:42:53,,,,,,,,
3057,2019-08-31 10:57:15,,,,,,,,
3058,2019-08-31 12:41:51,,,,,,,,
3059,2019-08-31 13:05:27,,,,,,,,
3060,2019-08-31 14:02:31,,,,,,,,
3061,2019-08-31 14:38:21,2019-08-31 14:33:57,,,,,,,
3062,2019-08-31 15:36:02,2019-08-31 15:26:19,,,,,,,
3063,2019-08-31 16:28:34,2019-08-31 16:19:23,,,,,,,
3064,2019-08-31 17:06:24,2019-08-31 16:59:02,,,,,,,
3065,2019-08-31 17:38:38,2019-08-31 17:29:38,,,,,,,
3066,2019-08-31 18:08:43,,,,,,,,
3067,2019-08-31 18:40:18,,,,,,,,
3068,2019-08-31 19:27:10,,,,,,,,
3069,2019-08-31 20:14:18,2019-08-31 20:11:24,,,,,,,
3070,2019-08-31 21:00:01,2019-08-31 20:51:58,,,,,,,
3071,2019-08-31 21:36:37,2019-08-31 21:30:34,,,,,,,
3072,2019-08-31 22:36:29,,,,,,,,
3073,2019-08-31 23:39:06,,,,,,,,
3074,2019-09-01 00:22:32,2019-09-01 00:16:22,,,,,,,
3075,2019-09-01 00:58:08,2019-09-01 00:53:14,,,,,,,
3076,2019-09-01 01:34:44,,,,,,,,
3077,2019-09-01 02:11:29,,,,,,,,
